timestamp,price,amount,side
1780949083.335,0.02661,0.0088,buy
1780949083.342,0.02661,0.0088,buy
1780949083.349,0.02661,0.0088,buy
1780949083.356,0.02661,0.0088,buy
1780949083.363,0.02661,0.0088,buy
1780949083.37,0.02661,0.0088,buy
1780949083.376,0.02661,0.0088,buy
1780949083.383,0.02661,0.0088,buy
1780949083.389,0.02661,0.0088,buy
1780949083.395,0.02661,0.0088,buy
1780949083.402,0.02661,0.0088,buy
1780949083.409,0.02661,0.0088,buy
1780949083.416,0.02661,0.0088,buy
1780949083.487,0.02661,0.076,buy
1780949087.119,0.02661,0.0303,buy
1780949087.119,0.02662,0.0745,buy
1780949089.713,0.02662,0.017,buy
1780949101.859,0.02661,1.7783,sell
1780949135.357,0.02662,0.0112,buy
1780949142.641,0.02662,0.029,buy
1780949150.766,0.02662,0.0762,buy
1780949152.593,0.02661,0.0094,sell
1780949166.494,0.02662,0.1603,buy
1780949166.598,0.02662,0.1,buy
1780949166.61,0.02662,0.0649,buy
1780949176.418,0.02663,0.1185,buy
1780949176.837,0.02663,0.006,buy
1780949177.302,0.02663,0.006,buy
1780949177.424,0.02663,0.0149,buy
1780949177.624,0.02663,0.019,buy
1780949178.495,0.02663,0.0059,buy
1780949179.405,0.02663,0.006,buy
1780949209.906,0.02662,0.032,sell
1780949209.914,0.02662,0.0054,buy
1780949254.026,0.02661,0.0266,sell
1780949257.843,0.02661,0.0239,buy
1780949257.849,0.02661,0.008,buy
1780949257.856,0.02661,0.0201,buy
1780949257.856,0.02662,0.228,buy
1780949257.862,0.02662,0.012,buy
1780949263.227,0.02662,0.0516,buy
1780949280.948,0.02661,2.8628,sell
1780949298.694,0.02661,0.0072,sell
1780949327.845,0.02661,0.0138,sell
1780949370.722,0.02661,0.6047,sell
1780949400.565,0.02661,0.028,sell
1780949431.274,0.02661,0.0594,buy
1780949432.29,0.02661,0.006,buy
1780949454.714,0.0266,0.0047,sell
1780949469.403,0.0266,0.0122,sell
1780949562.43,0.0266,0.075,sell
1780949566.412,0.0266,0.3487,sell
1780949566.895,0.02661,7.3836,buy
1780949566.905,0.02661,5.5324,buy
1780949566.919,0.02661,0.292,buy
1780949566.931,0.02661,4.1349,buy
1780949566.94,0.02662,1.4121,buy
1780949567.258,0.02662,0.8864,buy
1780949567.258,0.02662,0.249,buy
1780949567.259,0.02662,0.2251,buy
1780949567.259,0.02662,0.4883,buy
1780949567.26,0.02662,0.4742,buy
1780949569.183,0.02661,0.024,sell
1780949569.191,0.02661,0.012,sell
1780949570.614,0.02661,0.0052,buy
1780949571.253,0.02661,0.009,buy
1780949584.891,0.02661,0.024,buy
1780949585.119,0.02661,0.0089,buy
1780949585.122,0.02661,0.0231,buy
1780949590.077,0.02661,0.0533,sell
1780949591.392,0.02661,0.012,sell
1780949613.035,0.02661,0.224,buy
1780949651.014,0.02661,0.0124,buy
1780949656.817,0.02661,0.0119,buy
1780949657.507,0.02661,0.0238,buy
1780949658.974,0.02661,0.0298,buy
1780949677.974,0.0266,0.032,sell
1780949677.974,0.02659,0.368,sell
1780949688.613,0.0266,0.0225,buy
1780949692.186,0.0266,1.3327,buy
1780949692.188,0.0266,0.02,buy
1780949765.132,0.02661,0.032,buy
1780949777.89,0.02662,0.0891,buy
1780949778.977,0.02661,0.207,sell
1780949779.325,0.02662,0.0149,buy
1780949809.313,0.02662,0.0069,buy
1780949840.424,0.02661,0.024,sell
1780949840.43,0.0266,0.0142,sell
1780949859.65,0.0266,0.0372,sell
1780949896.874,0.0266,0.009,buy
1780949897.018,0.0266,0.0066,buy
1780949951.081,0.02659,0.0038,sell
1780949971.604,0.02659,0.0666,sell
1780949974.685,0.02659,0.1567,sell
1780949974.687,0.02659,0.8497,sell
1780950025.079,0.02659,8.9207,buy
1780950028.195,0.02659,0.006,buy
1780950030.404,0.02659,0.0298,buy
1780950032.545,0.02659,2.4788,buy
1780950051.914,0.02659,0.0235,buy
1780950051.916,0.02659,0.0165,buy
1780950075.5,0.02659,1.3422,sell
1780950121.236,0.0266,0.024,buy
1780950125.909,0.0266,0.016,buy
1780950126.432,0.0266,0.016,buy
1780950126.439,0.0266,0.165,buy
1780950127.19,0.0266,0.016,buy
1780950127.194,0.0266,0.02,buy
1780950135.726,0.02661,0.006,buy
1780950138.437,0.02661,0.006,buy
1780950140.725,0.0266,8.9093,sell
1780950140.787,0.0266,0.2965,sell
1780950140.796,0.0266,0.2965,sell
1780950140.801,0.0266,0.3174,sell
1780950144.666,0.02661,2.486,buy
1780950144.666,0.02661,0.6102,buy
1780950144.99,0.02661,0.024,buy
1780950165.703,0.02662,8.7666,buy
1780950186.025,0.02662,0.028,buy
1780950222.822,0.02662,0.0119,sell
1780950243.219,0.02662,0.09,sell
1780950257.802,0.02663,0.1069,buy
1780950278.161,0.02663,0.0111,buy
1780950278.162,0.02663,0.0169,buy
1780950278.162,0.02663,0.1596,buy
1780950278.162,0.02663,0.0522,buy
1780950278.162,0.02663,0.0134,buy
1780950288.562,0.02663,0.0086,buy
1780950288.574,0.02663,0.1603,buy
1780950288.581,0.02663,0.0398,buy
1780950288.585,0.02663,0.0526,buy
1780950288.588,0.02664,0.0486,buy
1780950288.622,0.02663,0.0374,sell
1780950290.415,0.02664,0.0218,buy
1780950299.831,0.02664,0.4785,buy
1780950308.99,0.02664,0.0594,buy
1780950316.285,0.02663,0.0593,sell
1780950323.601,0.02664,0.1993,buy
1780950342.194,0.02664,0.006,buy
1780950391.925,0.02663,2.0163,sell
1780950391.931,0.02663,1.1882,sell
1780950391.932,0.02663,4.8696,sell
1780950426.144,0.02662,0.7004,sell
1780950446.108,0.02662,0.7844,sell
1780950452.852,0.02662,0.0462,sell
1780950452.855,0.02661,0.7861,sell
1780950452.862,0.02661,0.7717,sell
1780950452.872,0.02661,5.035,sell
1780950459.004,0.0266,4.1533,sell
1780950496.636,0.02661,0.0179,buy
1780950499.603,0.02661,0.006,buy
1780950533.13,0.02661,0.1153,buy
1780950555.128,0.0266,0.8,sell
1780950556.443,0.0266,0.032,sell
1780950581.901,0.02659,1.9145,sell
1780950581.902,0.02658,0.4,sell
1780950654.114,0.02659,0.0056,buy
1780950686.577,0.02659,0.032,buy
1780950738.842,0.0266,0.0179,buy
1780950763.166,0.0266,1.6735,buy
1780950768.714,0.02661,0.0233,buy
1780950855.92,0.02661,0.009,buy
1780950856.803,0.02661,0.006,buy
1780950858.604,0.02661,0.0048,buy
1780950858.664,0.02661,0.009,buy
1780950891.191,0.02661,1.2413,buy
1780950906.931,0.02662,0.0464,buy
1780950966.759,0.02663,1.2797,buy
1780950966.76,0.02663,0.121,buy
1780950970.79,0.02663,0.0039,sell
1780951033.468,0.02663,0.032,sell
1780951095.864,0.02663,0.0297,buy
1780951102.842,0.02662,0.4,sell
1780951134.014,0.02662,0.0078,sell
1780951155.472,0.02662,0.032,sell
1780951186.151,0.02662,0.032,buy
1780951218.522,0.02663,0.024,buy
1780951218.529,0.02663,0.0688,buy
1780951224.42,0.02662,0.0449,sell
1780951225.721,0.02663,0.0048,buy
1780951226.19,0.02663,0.0232,buy
1780951226.19,0.02664,0.0065,buy
1780951231.999,0.02663,1.4547,sell
1780951243.988,0.02664,0.1,buy
1780951245.948,0.02663,0.0223,sell
1780951253.013,0.02664,0.0086,buy
1780951253.488,0.02663,0.8757,sell
1780951262.357,0.02663,2.0762,sell
1780951272.019,0.02663,0.4435,sell
1780951280.583,0.02663,0.5544,sell
1780951287.05,0.02663,0.4939,sell
1780951313.277,0.02664,0.0091,buy
1780951317.825,0.02663,0.016,sell
1780951322.324,0.02662,0.006,sell
1780951325.317,0.02662,0.0973,sell
1780951333.21,0.02662,0.3358,buy
1780951451.58,0.02661,0.0067,sell
1780951456.564,0.02662,0.0297,buy
